,conm,gvkey,add1,add2,add3,add4,addzip,busdesc,cik,city,conml,costat,county,dlrsn,ein,fax,fic,fyrc,ggroup,gind,gsector,gsubind,idbflag,incorp,loc,naics,phone,prican,prirow,priusa,sic,spcindcd,spcseccd,spcsrc,state,stko,weburl,dldte,ipodate
1803,VANDA PHARMACEUTICALS INC,166435,"2200 Pennsylvania Avenue NW, Suite 300E",,,,20037,"Vanda Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs.",0001347178,Washington,Vanda Pharmaceuticals Inc,A,,,03-0491827,202 296 1450,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,202 734 3400,,,01,2836,,,B-,DC,0.0,www.vandapharma.com,,2006-04-12
1804,ANAVEX LIFE SCIENCES CORP,166447,"51 West 52nd Street, 7th Floor",,,,10019,"Anavex Life Sciences Corp., a clinical stage biopharmaceutical company, engages in the development of drug candidates for the treatment of central nervous system (CNS) diseases.",0001314052,New York,Anavex Life Sciences Corp,A,,,98-0608404,,USA,9.0,3520,352010,35,35201010,D,NV,USA,325414,844 689 3939,,,01,2836,,,,NY,0.0,www.anavex.com,,
1805,OMRIX BIOPHARMACEUTICALS,166450,"1120 Avenue of the Americas, 4th Floor",,,,10036,"Omrix Biopharmaceuticals, Inc. develops, manufactures, and markets bio surgical and immunotherapy related products.",0001349426,New York,Omrix Biopharmaceuticals Inc,I,,01,52-2147005,212-887-6550,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,212-887-6500,,,01,2836,,,,NY,0.0,,2008-12-31,2006-04-21
1806,QUATRX PHARMACTCLS CO -REDH,166481,"777 East Eisenhower Parkway, Suite 100",,,,48108,"QuatRx Pharmaceuticals Company, a biopharmaceutical company, engages in the research, development and commercialization of endocrine, metabolic, and cardiovascular therapeutic compounds.",0001166029,Ann Arbor,QuatRx Pharmaceuticals Co,I,,10,38-3566182,734-913-0743,USA,12.0,3520,352030,35,35203010,D,DE,USA,325412,734-913-9900,,,01,2834,,,,MI,0.0,www.quatrx.com,2006-07-07,
1807,NOVACEA INC,166570,"400 Oyster Point Boulevard, Suite 200",,,,94080,"As of January 30, 2009, Novacea, Inc. was acquired by Transcept Pharmaceuticals, Inc., in a reverse merger transaction. Novacea, Inc., a biopharmaceutical company, focuses on in-licensing, developing, and commercializing therapies for the treatment of cancer.",,South San Francisco,Novacea Inc,I,,01,,650-228-1088,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650-228-1800,,,01,2836,,,,CA,0.0,,2009-02-02,
1808,CLEVELAND BIOLABS INC,166591,73 High Street,,,,14203,"As of July 27, 2021, Cleveland BioLabs, Inc. was acquired by Cytocom, Inc., in a reverse merger transaction. Cleveland BioLabs, Inc., a biopharmaceutical company, develops novel approaches to activate the immune system and address various medical needs in the United States and Russia.",,Buffalo,Cleveland BioLabs Inc,I,,04,20-0077155,716 849 6820,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,716 849 6810,,,01,2834,,,C,NY,0.0,www.cbiolabs.com,2021-07-28,2006-07-21
1809,PROTECT PHARMACEUTICAL CORP,166595,4876 Cecile Avenue,,,,89115,Protect Pharmaceutical Corporation primarily focuses on crop farming and agricultural businesses. It acquires the Can Noguera property located in Selva Girona region in Spain.,0001493526,Las Vegas,Protect Pharmaceutical Corp,A,,,27-1877179,,USA,12.0,3520,352020,35,35202010,D,NV,USA,325412,954 292 0033,,,01,2834,,,,NV,3.0,agropharmacy.com,,
1810,SILO PHARMA INC,170430,"560 Sylvan Avenue, Suite 3160",,,,07632,"Silo Pharma, Inc. operates as a developmental stage biopharmaceutical company. The company focuses on merging traditional therapeutics with psychedelic research for patients with depression, post-traumatic stress disorder, Alzheimer's, Parkinson's, and other rare neurological disorders.",0001514183,Englewood Cliffs,Silo Pharma Inc,A,,,27-3046338,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,718 400 9031,,,01,2836,,,C,NJ,3.0,silopharma.com,,
1811,ORAMED PHARMACEUTICALS INC,170450,"1185 Avenue of the Americas, 3rd Floor",,,,10036,Oramed Pharmaceuticals Inc. engages in the research and development of pharmaceutical solutions for the treatment of diabetes and for the use of orally ingestible capsules or pills for delivery of polypeptides.,0001176309,New York,Oramed Pharmaceuticals Inc,A,,,98-0376008,,USA,8.0,3520,352020,35,35202010,D,DE,USA,325414,844 967 2633,,,01,2836,,,,NY,0.0,www.oramed.com,,
1812,RADIUS HEALTH INC,170520,"22 Boston Wharf Road, 7th Floor",,,,02210,"Radius Health, Inc., a biopharmaceutical company, focuses on addressing unmet medical needs in the areas of bone health, orphan diseases, and oncology. The company's commercial product is TYMLOS, an abaloparatide injection for the treatment of postmenopausal women with osteoporosis.",0001428522,Boston,Radius Health Inc,A,,,80-0145732,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,617 551 4000,,,01,2836,,,,MA,0.0,radiuspharm.com,,2014-06-06
1813,ORGANOVO HOLDINGS INC,170730,"440 Stevens Avenue, Suite 200",,,,92075,"Organovo Holdings, Inc., a biotechnology company, focuses on developing 3D tissues that recapitulate key aspects of human disease.",0001497253,Solana Beach,Organovo Holdings Inc,A,,,27-1488943,,USA,3.0,3520,352010,35,35201010,D,DE,USA,325414,858 224 1000,,,01,2836,,,,CA,0.0,www.organovo.com,,
1814,PREMIER BIOMEDICAL INC,170787,PO Box 25,,,,16133,"Premier Biomedical, Inc., a research-based company, discovers and develops medical products for the treatment of PTSD, cancer, and various other diseases.",0001515740,Jackson Center,Premier Biomedical Inc,A,,,27-2635666,,USA,12.0,3520,352010,35,35201010,D,NV,USA,325414,724 633 7033,,,01,2836,,,,PA,3.0,www.premierbiomedical.com,,
1815,ISLET SCIENCES INC,170788,"100 Wilshire, Suite 1800",,,,90291,"Islet Sciences, Inc., a clinical stage biotechnology company, engages in the research, development, and commercialization of new medicines and technologies for the treatment and diagnosis of metabolic diseases.",0001425919,Santa Monica,Islet Sciences Inc,I,,10,87-0531751,,USA,4.0,3520,352010,35,35201010,D,NV,USA,325414,866 546 3975,,,01,2836,,,,CA,3.0,,2017-08-15,
1816,CEREBAIN BIOTECH CORP,170801,"600 Anton Boulevard, Suite 1100",,,,92626,"Cerebain Biotech Corp., a biomedical company, focuses on the discovery of products for the treatment of Alzheimer's disease. Its products would include medical device solutions, as well as synthetic drug solutions. The company was formerly known as Discount Dental Materials, Inc.",0001453099,Costa Mesa,Cerebain Biotech Corp,I,,10,26-1974399,,USA,6.0,3520,352010,35,35201010,D,NV,USA,325414,714-371-4109,,,01,2836,,,,CA,3.0,www.cerebain.com,2021-09-03,
1817,BOSTON THERAPEUTICS INC-OLD,170827,354 Merrimack Street #4,,,,01843,"As of June 4, 2021, Boston Therapeutics, Inc. was acquired by Nanomix, Inc., in a reverse merger transaction.",,Lawrence,Boston Therapeutics Inc,I,,04,27-0801073,,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,603 935 9799,,,01,2834,,,,MA,3.0,www.bostonti.com,2021-06-04,
1818,ENDONOVO THERAPEUTICS INC,170870,"6320 Canoga Avenue, 15th Floor",,,,91367,"Endonovo Therapeutics, Inc., a biotechnology company, develops, manufactures, and distributes non-invasive Electroceutical medical devices for regenerative medicine.",0001528172,Woodland Hills,Endonovo Therapeutics Inc,A,,,45-2552528,818 230 9899,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,800 489 4774,,,01,2836,,,,CA,3.0,www.endonovo.com,,
1819,METASTAT INC,170912,"27 Drydock Avenue, 2nd Floor",,,,02210,"MetaStat, Inc., a precision medicine company, focuses on discovering and developing therapeutic and diagnostic treatment solutions for cancer patients. The company is developing novel drug candidates and companion diagnostic tests that target the MENA pathway.",0001404943,Boston,MetaStat Inc,A,,,20-8753132,,USA,2.0,3520,352030,35,35203010,D,NV,USA,325413,617-531-6500,,,01,2835,,,,MA,3.0,www.metastat.com,,
1820,GLOBAL GREEN INC,170941,2820 Remington Green Circle,,,,32308,"Global Green, Inc., a scientific research and development company, through its subsidiary, Global Green International, Inc., owns rights to manufacture, distribute, market, and sell a Salmonella antigen and vaccine for poultry industry.",0001522724,Tallahassee,Global Green Inc,I,,10,20-1515998,,USA,12.0,3520,352020,35,35202010,D,FL,USA,325414,850-597-7906,,,01,2836,,,,FL,3.0,www.globalgreeninc.org,2016-09-27,
1821,PUMA BIOTECHNOLOGY INC,170945,"10880 Wilshire Boulevard, Suite 2150",,,,90024,"Puma Biotechnology, Inc., a biopharmaceutical company, focuses on the development and commercialization of products to enhance cancer care in the United States and internationally.",0001401667,Los Angeles,Puma Biotechnology Inc,A,,,77-0683487,424 248 6501,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,424 248 6500,,,01,2836,,,,CA,0.0,www.pumabiotechnology.com,,
1822,BESPOKE EXTRACTS INC,170947,2590 Walnut Street,,,,80205,"Bespoke Extracts, Inc. provides hemp-derived cannabidiol (CBD) products. The company offers CBD formulations, including manuka honey and in the form of lotions and balms; and markets CBD extracts in capsule form, topicals, and gummies.",0001409197,Denver,Bespoke Extracts Inc,A,,,20-4743354,,USA,8.0,3520,352020,35,35202010,D,NV,USA,325412,855 633 3738,,,01,2834,,,,CO,3.0,bespokeextracts.com,,
1823,DURATA THERAPEUTICS INC,170961,"200 Sourth Wacker Drive, Suite 2550",,,,60606,"Durata Therapeutics, Inc., a pharmaceutical company, focuses on the development and commercialization of novel therapeutics for patients with infectious diseases and acute illnesses.",0001544116,Chicago,Durata Therapeutics Inc,I,,01,27-1247903,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325412,312-219-7000,,,01,2834,,,,IL,0.0,,2014-11-18,2012-07-19
1824,TESARO INC,170969,1000 Winter Street,,,,02451,"Tesaro, Inc., an oncology-focused biopharmaceutical company, identifies, acquires, develops, and commercializes cancer therapeutics and oncology supportive care products in the United States.",0001491576,Waltham,TESARO Inc,I,,01,27-2249687,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,339-970-0900,,,01,2836,,,,MA,0.0,www.tesarobio.com,2019-01-23,2012-06-28
1825,STEMLINE THERAPEUTICS INC,171022,"750 Lexington Avenue, Eleventh Floor",,,,10022,"Stemline Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery, acquisition, development, and commercialization of oncology therapeutics in the United States and Europe.",0001264587,New York,Stemline Therapeutics Inc,I,,01,45-0522567,646 389 0968,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,646 502 2311,,,01,2836,,,,NY,0.0,www.stemline.com,2020-06-11,2013-01-29
1826,ISATORI INC,171057,"15000 West 6th Avenue, Suite 202",,,,80401,"iSatori, Inc., a consumer products company, engages in the research, design, development, manufacture, marketing, sale, and distribution of various nutritional and dietary supplement products.",0000741114,Golden,iSatori Inc,I,,01,75-2422983,,USA,12.0,3030,303020,30,30302010,D,DE,USA,325412,303-215-9174,,,01,2834,,,,CO,3.0,www.isatori.com,2015-10-08,
1827,HYPERION THERAPEUTICS INC,171097,"2000 Sierra Point Parkway, Suite 400",,,,94005,"Hyperion Therapeutics, Inc., a biopharmaceutical company, focuses on the development and commercialization of therapeutics to treat orphan diseases in the United states, Canada, and internationally.",0001386858,Brisbane,Hyperion Therapeutics Inc,I,,01,61-1512713,650-871-7029,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650-745-7802,,,01,2836,,,,CA,0.0,www.hyperiontx.com,2015-05-08,2012-07-26
1828,PHIO PHARMACEUTICALS CORP,171187,"257 Simarano Drive, Suite 101",,,,01752,Phio Pharmaceuticals Corp. develops immuno-oncology therapeutics in the United States. It offers INTASYL therapeutic platform focuses on targeting tumor and immune cells by regulating genes of the immune system.,0001533040,Marlborough,Phio Pharmaceuticals Corp,A,,,45-3215903,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,508 767 3861,,,01,2836,,,,MA,0.0,www.phiopharma.com,,
1829,AMICUS THERAPEUTICS INC,175008,3675 Market Street,,,,19104,"Amicus Therapeutics, Inc., a biotechnology company, focuses on discovering, developing, and delivering medicines for rare diseases.",0001178879,Philadelphia,Amicus Therapeutics Inc,A,,,71-0869350,215 921 7900,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,215 921 7600,,,01,2836,,,C,PA,0.0,amicusrx.com,,2007-05-31
1830,PTC THERAPEUTICS INC,174134,100 Corporate Court,,,,07080,"PTC Therapeutics, Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of medicines to patients with rare disorders.",0001070081,South Plainfield,PTC Therapeutics Inc,A,,,04-3416587,908 222 7231,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,908 222 7000,,,01,2836,,,,NJ,0.0,www.ptcbio.com,,2013-06-20
1831,ACHILLION PHARMACEUTICALS,174136,"VEVA Building #14, Suite 200, 1777 Sentry Parkway West",,,,19422,"Achillion Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, discovers, develops, and commercializes small molecule drug therapies for immune system disorders.",0001070336,Blue Bell,Achillion Pharmaceuticals Inc,I,,01,52-2113479,,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,215-709-3040,,,01,2836,,,C,PA,0.0,www.achillion.com,2020-01-29,2006-10-26
1832,REPLIDYNE INC,174158,1450 Infinite Drive,,,,80027,"As of February 25, 2009, Replidyne, Inc. was acquired by Cardiovascular Systems Inc., in a reverse merger transaction. Replidyne, Inc., a biopharmaceutical company, engages in discovering, developing, in-licensing, and commercializing anti-infective products.",,Louisville,Replidyne Inc,I,,01,84-1568247,303-996-5599,USA,12.0,3520,352020,35,35202010,D,DE,USA,325412,303-996-5500,,,01,2834,,,,CO,0.0,,2009-02-26,2006-06-28
1833,MICROMET INC,174160,9201 Corporate Boulevard,Suite 400,,,20850,"Micromet, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of antibody-based therapies for the treatment of cancer.",0001131907,Rockville,Micromet Inc,I,,01,52-2243564,302-636-5454,USA,12.0,3520,352010,35,35201010,B,DE,USA,325414,240-752-1420,,,01,2836,,,,MD,0.0,,2012-03-08,2006-05-08
1834,SOMANTA PHARMACEUTICALS INC,174255,"19200 Von Karman Avenue, Suite 400",,,,92612,"Somanta Pharmaceuticals, Inc. develops biotechnology drugs primarily for the treatment of cancer. It holds a license to develop Sodium Phenylbutyrate for the treatment of cancer, autoimmune diseases, and other clinical indications.",0000888671,Irvine,Somanta Pharmaceuticals Inc,I,,01,20-3559330,949-706-3698,USA,4.0,3520,352010,35,35201010,D,DE,USA,325414,949-477-8090,,,01,2836,,,,CA,3.0,,2008-01-14,
1835,PERLEGEN SCIENCES INC -REDH,174283,2021 Stierlin Court,,,,94043,"As of 31st December, 2009, Perlegen Sciences, Inc went out of business. Perlegen Sciences, Inc. engages in the discovery and commercialization of genetic variations that provide physicians with information to improve the clinical decision-making process and patient treatment outcomes.",0001138343,Mountain View,Perlegen Sciences Inc,I,,10,77-0556076,650-625-4510,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,650-625-4500,,,01,2836,,,,CA,0.0,,2007-05-01,
1836,FOUNTAIN HEALTHY AGING -OLD,174472,"2764 Lake Sahara Drive, Suite 111",,,,89117,"As of February 2, 2021, Fountain Healthy Aging, Inc. was acquired by Wei Lian Jin Meng Group Limited, in a reverse merger transaction. Fountain Healthy Aging, Inc., a development stage company, develops and processes pharmaceuticals that interact with the immune system.",,Las Vegas,Fountain Healthy Aging Inc,I,,04,86-1098668,,USA,12.0,3520,352020,35,35202010,D,NV,USA,325412,604-331-1459,,,01,2834,,,,NV,3.0,,2021-02-02,
1837,PHARMASSET INC,174507,303-A College Road East,,,,08540,"Gilead Pharmasset LLC, a clinical-stage pharmaceutical company, engages in discovering, developing, and commercializing novel drugs to treat viral infections.",0001301081,Princeton,Pharmasset Inc,I,,01,98-0406340,609-613-4150,USA,9.0,3520,352010,35,35201010,D,DE,USA,325414,609-613-4100,,,01,2836,,,,NJ,0.0,,2012-01-18,2007-04-27
1838,OSIRIS THERAPEUTICS INC,174648,7015 Albert Einstein Drive,,,,21046,"Osiris Therapeutics, Inc., researches, develops, manufactures and commercializes regenerative medicine products intended to improve the health and lives of patients and lower overall healthcare costs. It markets its products under Grafix, GrafixPL, Stravix, Cartiform, and BIO4 brand names.",0001360886,Columbia,Osiris Therapeutics Inc,I,,01,71-0881115,,USA,12.0,3520,352010,35,35201010,D,MD,USA,325414,443-545-1800,,,01,2836,,,B-,MD,0.0,www.osiris.com,2019-04-18,2006-08-04
1839,ARTES MEDICAL INC,174743,5870 Pacific Center Boulevard,,,,92121,"On March 29, 2017, Artes Medical, Inc. went out of business as per its Chapter 7 liquidation filing under bankruptcy.",0001351197,San Diego,Artes Medical Inc,I,,10,33-0870808,858-875-5556,USA,12.0,3520,352020,35,35202010,D,DE,USA,325414,858-550-9999,,,01,2836,,,D,CA,3.0,,2012-07-13,2006-12-20
1840,IMMUNOCELLULAR THERPTICS LTD,175013,"30721 Russell Ranch Road, Suite 140",,,,91362,"As of December 2, 2021, ImmunoCellular Therapeutics, Ltd. was acquired by EOM Pharmaceuticals, Inc., in a reverse merger transaction. ImmunoCellular Therapeutics, Ltd., a clinical-stage biotechnology company, develops immune-based therapies for the treatment of various cancers.",0000822411,Westlake Village,ImmunoCellular Therapeutics Ltd,I,,01,93-1301885,818-224-5287,USA,12.0,3520,352010,35,35201010,B,DE,USA,325414,818-264-2300,,,01,2836,,,,CA,3.0,www.imuc.com,2021-12-02,
1841,SYNERGY PHARMACEUTICALS INC,175064,"420 Lexington Avenue, Suite 2012",,,,10170,"On May 1, 2019, Synergy Pharmaceuticals Inc. went out of business on completion of liquidation under chapter 11 bankruptcy filing.",0001347613,New York,Synergy Pharmaceuticals Inc,I,,02,33-0505269,212-297-0019,USA,12.0,3520,352010,35,35201010,D,DE,USA,325414,212-297-0020,,,01,2836,,,D,NY,3.0,www.synergypharma.com,2019-05-02,
1842,NOVATECH ENTERPRISES INC,175129,"4535 West Sahara Avenue, Suite 112B",,,,89102,"Nova Tech Enterprises Inc. operates as a natural alkaline beverage and purification systems company in Southern California and Northern California. The company develops, manufactures, distributes, and exports functional beverages, including high PH alkaline water under the AlkaKrisp brand.",0001310685,Las Vegas,Novatech Enterprises Inc,A,,,,,USA,12.0,3020,302010,30,30201030,D,DE,USA,325412,866-664-6181,,,01,2834,,,,NV,3.0,www.alkakrisp.com,,
